Mod:Item:MetaData, Localized Name
enderutilities:enderpart:17, Ender Core (Advanced)
enderutilities:enderpart:20, Ender Infused Stick
enderutilities:enderpart:21, Ender Rope
enderutilities:enderpart:30, Creative Breaking Module
enderutilities:enderpart:40, Ender Relic
enderutilities:enderpart:45, Jailer module
enderutilities:enderpart:50, Memory Card (misc)
enderutilities:enderpart:51, Memory Card (items) 6 B
enderutilities:enderpart:52, Memory Card (items) 8 B
enderutilities:enderpart:53, Memory Card (items) 10 B
enderutilities:enderpart:54, Memory Card (items) 12 B
enderutilities:enderpart:70, Barrel Label
enderutilities:enderpart:71, Barrel Structural Upgrade
enderutilities:enderpart:72, Barrel Capacity Upgrade
enderutilities:enderpart:80, Storage Key
enderutilities:enderpart:81, Creative Storage Key
enderutilities:linkcrystal:0, Link Crystal (location)
enderutilities:linkcrystal:1, Link Crystal (block)
enderutilities:builderswand, Wand of the Lazy Builder
enderutilities:chairwand, Chair Wand
enderutilities:dolly, Dolly
enderutilities:enderarrow, Ender Arrow
enderutilities:enderbag, Ender Bag
enderutilities:enderbow, Ender Bow
enderutilities:enderbucket, Ender Bucket
enderutilities:enderlasso, Ender Lasso
enderutilities:enderpearlreusable:0, Ender Pearl (reusable)
enderutilities:enderpearlreusable:1, Elite Ender Pearl (reusable)
enderutilities:enderporter:0, Ender Porter
enderutilities:enderporter:1, Advanced Ender Porter
enderutilities:endersword, Ender Sword
enderutilities:endertool:0, Ender Pickaxe
enderutilities:endertool:0, Ender Axe
enderutilities:endertool:0, Ender Shovel
enderutilities:endertool:0, Ender Hoe
enderutilities:handybag:0, Handy Bag
enderutilities:handybag:1, Handy Bag (Large)
enderutilities:icemelter:0, Cheaty Water Wand
enderutilities:icemelter:1, Super Cheaty Water Wand
enderutilities:inventoryswapper, Inventory Swapper
enderutilities:livingmanipulator, Living Matter Manipulator
enderutilities:mobharness, Mob Harness
enderutilities:nullifier, Nullifier
enderutilities:pickupmanager, Item Pickup Manager
enderutilities:quickstacker, Quick Stacker
enderutilities:portalscaler, Portal Scaler
enderutilities:ruler, Ruler
enderutilities:syringe:0, Syringe (empty)
enderutilities:syringe:1, Paralyzer Syringe
enderutilities:syringe:2, Stimulant Syringe
enderutilities:syringe:3, Passifier Syringe
enderutilities:void_pickaxe, Void Pickaxe
environmentaltech:litherite:0, Litherite
environmentaltech:litherite:1, Litherite Paver
environmentaltech:litherite:2, Litherite Bricks
environmentaltech:litherite:3, Litherite Tiles
environmentaltech:litherite_stairs, Litherite Stairs
environmentaltech:litherite_brick_stairs, Litherite Brick Stairs
environmentaltech:litherite_tile_stairs, Litherite Tile Stairs
environmentaltech:litherite_slab:0, Litherite Slab
environmentaltech:litherite_paver_slab:0, Litherite Paver Slab
environmentaltech:litherite_brick_slab:0, Litherite Brick Slab
environmentaltech:litherite_tile_slab:0, Litherite Tile Slab
environmentaltech:erodium:0, Erodium
environmentaltech:erodium:1, Erodium Paver
environmentaltech:erodium:2, Erodium Bricks
environmentaltech:erodium:3, Erodium Tiles
environmentaltech:erodium_stairs, Erodium Stairs
environmentaltech:erodium_brick_stairs, Erodium Brick Stairs
environmentaltech:erodium_tile_stairs, Erodium Tile Stairs
environmentaltech:erodium_slab:0, Erodium Slab
environmentaltech:erodium_paver_slab:0, Erodium Paver Slab
environmentaltech:erodium_brick_slab:0, Erodium Brick Slab
environmentaltech:erodium_tile_slab:0, Erodium Tile Slab
environmentaltech:kyronite:0, Kyronite
environmentaltech:kyronite:1, Kyronite Paver
environmentaltech:kyronite:2, Kyronite Bricks
environmentaltech:kyronite:3, Kyronite Tiles
environmentaltech:kyronite_stairs, Kyronite Stairs
environmentaltech:kyronite_brick_stairs, Kyronite Brick Stairs
environmentaltech:kyronite_tile_stairs, Kyronite Tile Stairs
environmentaltech:kyronite_slab:0, Kyronite Slab
environmentaltech:kyronite_paver_slab:0, Kyronite Paver Slab
environmentaltech:kyronite_brick_slab:0, Kyronite Brick Slab
environmentaltech:kyronite_tile_slab:0, Kyronite Tile Slab
environmentaltech:pladium:0, Pladium
environmentaltech:pladium:1, Pladium Paver
environmentaltech:pladium:2, Pladium Bricks
environmentaltech:pladium:3, Pladium Tiles
environmentaltech:pladium_stairs, Pladium Stairs
environmentaltech:pladium_brick_stairs, Pladium Brick Stairs
environmentaltech:pladium_tile_stairs, Pladium Tile Stairs
environmentaltech:pladium_slab:0, Pladium Slab
environmentaltech:pladium_paver_slab:0, Pladium Paver Slab
environmentaltech:pladium_brick_slab:0, Pladium Brick Slab
environmentaltech:pladium_tile_slab:0, Pladium Tile Slab
environmentaltech:ionite:0, Ionite
environmentaltech:ionite:1, Ionite Paver
environmentaltech:ionite:2, Ionite Bricks
environmentaltech:ionite:3, Ionite Tiles
environmentaltech:ionite_stairs, Ionite Stairs
environmentaltech:ionite_brick_stairs, Ionite Brick Stairs
environmentaltech:ionite_tile_stairs, Ionite Tile Stairs
environmentaltech:ionite_slab:0, Ionite Slab
environmentaltech:ionite_paver_slab:0, Ionite Paver Slab
environmentaltech:ionite_brick_slab:0, Ionite Brick Slab
environmentaltech:ionite_tile_slab:0, Ionite Tile Slab
environmentaltech:aethium:0, Aethium
environmentaltech:aethium:1, Aethium Paver
environmentaltech:aethium:2, Aethium Bricks
environmentaltech:aethium:3, Aethium Tiles
environmentaltech:aethium_stairs, Aethium Stairs
environmentaltech:aethium_brick_stairs, Aethium Brick Stairs
environmentaltech:aethium_tile_stairs, Aethium Tile Stairs
environmentaltech:aethium_slab:0, Aethium Slab
environmentaltech:aethium_paver_slab:0, Aethium Paver Slab
environmentaltech:aethium_brick_slab:0, Aethium Brick Slab
environmentaltech:aethium_tile_slab:0, Aethium Tile Slab
environmentaltech:lonsdaleite:0, Lonsdaleite
environmentaltech:lonsdaleite:1, Lonsdaleite Paver
environmentaltech:lonsdaleite:2, Lonsdaleite Bricks
environmentaltech:lonsdaleite:3, Lonsdaleite Tiles
environmentaltech:lonsdaleite_stairs, Lonsdaleite Stairs
environmentaltech:lonsdaleite_brick_stairs, Lonsdaleite Brick Stairs
environmentaltech:lonsdaleite_tile_stairs, Lonsdaleite Tile Stairs
environmentaltech:lonsdaleite_slab:0, Lonsdaleite Slab
environmentaltech:lonsdaleite_paver_slab:0, Lonsdaleite Paver Slab
environmentaltech:lonsdaleite_brick_slab:0, Lonsdaleite Brick Slab
environmentaltech:lonsdaleite_tile_slab:0, Lonsdaleite Tile Slab
environmentaltech:mica, Mica
environmentaltech:litherite_crystal, Litherite Crystal
environmentaltech:erodium_crystal, Erodium Crystal
environmentaltech:kyronite_crystal, Kyronite Crystal
environmentaltech:pladium_crystal, Pladium Crystal
environmentaltech:ionite_crystal, Ionite Crystal
environmentaltech:aethium_crystal, Aethium Crystal
environmentaltech:lonsdaleite_crystal, Lonsdaleite Crystal
environmentaltech:interconnect, Interconnect
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:connector, Connector
environmentaltech:modifier_null, Null Modifier
environmentaltech:modifier_speed, Speed Modifier
environmentaltech:structure_frame_1, Structure Frame Tier 1
environmentaltech:structure_frame_2, Structure Frame Tier 2
environmentaltech:structure_frame_3, Structure Frame Tier 3
environmentaltech:structure_frame_4, Structure Frame Tier 4
environmentaltech:structure_frame_5, Structure Frame Tier 5
environmentaltech:structure_frame_6, Structure Frame Tier 6
environmentaltech:structure_panel, Structure Panel
environmentaltech:structure_panel_clear, Clear Structure Panel
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, tile.environmentaltech.lightning_rod_insulated.name
environmentaltech:solar_cont_1, Solar Array Controller Tier 1
environmentaltech:solar_cont_2, Solar Array Controller Tier 2
environmentaltech:solar_cont_3, Solar Array Controller Tier 3
environmentaltech:solar_cont_4, Solar Array Controller Tier 4
environmentaltech:solar_cont_5, Solar Array Controller Tier 5
environmentaltech:solar_cont_6, Solar Array Controller Tier 6
environmentaltech:solar_cell_litherite, Litherite Solar Cell
environmentaltech:solar_cell_erodium, Erodium Solar Cell
environmentaltech:solar_cell_kyronite, Kyronite Solar Cell
environmentaltech:solar_cell_pladium, Pladium Solar Cell
environmentaltech:solar_cell_ionite, Ionite Solar Cell
environmentaltech:solar_cell_aethium, Aethium Solar Cell
environmentaltech:modifier_piezo, Piezo Modifier
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:thermal_cell, Thermal Cell
environmentaltech:laser_core, Laser Core
environmentaltech:laser_lens, Clear Laser Lens
environmentaltech:laser_lens_crystal, Crystal Laser Lens
environmentaltech:laser_lens_colored:0, White Laser Lens
environmentaltech:laser_lens_colored:1, Orange Laser Lens
environmentaltech:laser_lens_colored:2, Magenta Laser Lens
environmentaltech:laser_lens_colored:3, Light Blue Laser Lens
environmentaltech:laser_lens_colored:4, Yellow Laser Lens
environmentaltech:laser_lens_colored:5, Lime Laser Lens
environmentaltech:laser_lens_colored:6, Pink Laser Lens
environmentaltech:laser_lens_colored:7, Gray Laser Lens
environmentaltech:laser_lens_colored:8, Light Gray Laser Lens
environmentaltech:laser_lens_colored:9, Cyan Laser Lens
environmentaltech:laser_lens_colored:10, Purple Laser Lens
environmentaltech:laser_lens_colored:11, Blue Laser Lens
environmentaltech:laser_lens_colored:12, Brown Laser Lens
environmentaltech:laser_lens_colored:13, Green Laser Lens
environmentaltech:laser_lens_colored:14, Red Laser Lens
environmentaltech:laser_lens_colored:15, Black Laser Lens
environmentaltech:modifier_accuracy, Accuracy Modifier
environmentaltech:diode, Diode
environmentaltech:void_ore_miner_cont_1, Void Ore Miner Controller Tier 1
environmentaltech:void_ore_miner_cont_2, Void Ore Miner Controller Tier 2
environmentaltech:void_ore_miner_cont_3, Void Ore Miner Controller Tier 3
environmentaltech:void_ore_miner_cont_4, Void Ore Miner Controller Tier 4
environmentaltech:void_ore_miner_cont_5, Void Ore Miner Controller Tier 5
environmentaltech:void_ore_miner_cont_6, Void Ore Miner Controller Tier 6
environmentaltech:void_res_miner_cont_1, Void Resource Miner Controller Tier 1
environmentaltech:void_res_miner_cont_2, Void Resource Miner Controller Tier 2
environmentaltech:void_res_miner_cont_3, Void Resource Miner Controller Tier 3
environmentaltech:void_res_miner_cont_4, Void Resource Miner Controller Tier 4
environmentaltech:void_res_miner_cont_5, Void Resource Miner Controller Tier 5
environmentaltech:void_res_miner_cont_6, Void Resource Miner Controller Tier 6
environmentaltech:void_botanic_miner_cont_1, Void Botanic Miner Controller Tier 1
environmentaltech:void_botanic_miner_cont_2, Void Botanic Miner Controller Tier 2
environmentaltech:void_botanic_miner_cont_3, Void Botanic Miner Controller Tier 3
environmentaltech:void_botanic_miner_cont_4, Void Botanic Miner Controller Tier 4
environmentaltech:void_botanic_miner_cont_5, Void Botanic Miner Controller Tier 5
environmentaltech:void_botanic_miner_cont_6, Void Botanic Miner Controller Tier 6
etlunar:lunar_cont_1, Lunar Array Controller Tier 1
etlunar:lunar_cont_2, Lunar Array Controller Tier 2
etlunar:lunar_cont_3, Lunar Array Controller Tier 3
etlunar:lunar_cont_4, Lunar Array Controller Tier 4
etlunar:lunar_cont_5, Lunar Array Controller Tier 5
etlunar:lunar_cont_6, Lunar Array Controller Tier 6
etlunar:lunar_cell_mica, Mica Lunar Cell
etlunar:lunarvoltaic_cell, Lunarvoltaic Cell
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
